date,temp_max,temp_min,humidity_max,humidity_min,windspeed_avg,solar_radiation_avg,ETo,precip,humedad_sonda
2022-05-13,0.514218009478673,0.5172413793103448,0.6140948388787006,0.3889868951612903,0.08229656252879917,0.7975725593667546,0.4611235536616051,0.006108082520194849,0.24080867865451472
2022-05-14,0.5023696682464456,0.6269592476489028,0.38407126015195175,0.35395665322580644,0.08174361809971431,0.856042216358839,0.5086344336540706,0.0030540412600974245,0.23584912085762963
2022-05-15,0.5165876777251185,0.6332288401253918,0.4656798532879224,0.2620967741935484,0.09132798820385218,0.7318205804749343,0.48021743451624543,0.0,0.2283298776079699
2022-05-16,0.5284360189573459,0.5360501567398119,0.6871888917998429,0.45778729838709675,0.1051515989309741,0.872401055408971,0.5014673885426938,0.0,0.22196021845503297
2022-05-17,0.566350710900474,0.5736677115987461,0.739324076499869,0.465851814516129,0.0767671182379504,0.88,0.510018544376731,0.0,0.21592721279127586
2022-05-18,0.5829383886255924,0.6551724137931034,0.5018339009693477,0.29788306451612906,0.1051515989309741,0.8749340369393142,0.5742511243666952,0.0,0.20878986692457313
2022-05-19,0.5758293838862559,0.6050156739811912,0.3889179984280849,0.2933467741935484,0.22348170675513776,0.8735620052770449,0.6635106111877483,0.0,0.2025243173766715
2022-05-20,0.5829383886255924,0.6802507836990594,0.47799318836782806,0.35320060483870963,0.22652290111510465,0.8358839050131928,0.6448745866488422,0.0,0.19616876653469717
2022-05-21,0.6255924170616114,0.6677115987460814,0.4449829709195703,0.19090221774193553,0.18901483734218047,0.7851187335092349,0.6618918491690583,0.0,0.1911033964055915
2022-05-22,0.6350710900473934,0.7523510971786833,0.3151689808750327,0.1619203629032258,0.11703990415629895,0.7544063324538259,0.6040336324782037,0.0015270206300487122,0.18688841688210225
2022-05-23,0.590047393364929,0.5736677115987461,0.7312025150641867,0.2196320564516129,0.25942309464565483,0.8937203166226914,0.6815113766239929,0.0045810618901461365,0.18430319052155023
2022-05-24,0.5402843601895735,0.5862068965517241,0.5647105056326958,0.26310483870967744,0.33950787945811445,0.8818997361477574,0.6921947412287847,0.0,0.18140125690455874
2022-05-25,0.44549763033175355,0.47335423197492166,0.8214566413413676,0.26701108870967744,0.13722237581789698,0.9134564643799474,0.5017817820521395,0.02137828882068197,0.1779101796815025
2022-05-26,0.40758293838862564,0.4137931034482758,0.8908828923238146,0.4676159274193548,0.11215556169938254,0.9055408970976254,0.4344333808209241,0.025959350710828104,0.17678929870018673
2022-05-27,0.5213270142180095,0.48589341692789967,0.4862457427298926,0.32673891129032256,0.10266334900009218,0.9042744063324539,0.5326621042381674,0.0015270206300487122,0.1742989385685222
2022-05-28,0.518957345971564,0.6175548589341692,0.40882892323814507,0.34501008064516125,0.12413602432955485,0.8551978891820581,0.5512313441329397,0.0,0.17089397069168677
2022-05-29,0.590047393364929,0.6332288401253918,0.3827613308881321,0.22064012096774197,0.16247350474610636,0.8688126649076519,0.6458364787541137,0.0,0.16662985532656852
2022-05-30,0.5592417061611374,0.5141065830721002,0.7412889703955986,0.2612147177419355,0.2678094184867754,0.8244854881266492,0.6240699870517922,0.0,0.16211665529893565
2022-05-31,0.561611374407583,0.5642633228840125,0.5218758187057899,0.3141381048387097,0.12210856142291035,0.9042744063324539,0.5784017056546291,0.0,0.15829962744329185
2022-06-01,0.590047393364929,0.6050156739811912,0.6921666230023579,0.3365675403225807,0.1146438116302645,0.8974353562005278,0.5777932374134234,0.0,0.1543731385543165
2022-06-02,0.5971563981042655,0.5830721003134797,0.8206706837830757,0.3307711693548387,0.13270666298037048,0.7586279683377309,0.5272289476951454,0.0,0.15020583539201163
2022-06-03,0.5308056872037915,0.5579937304075235,0.6362326434372545,0.3272429435483871,0.11648695972721411,0.9057941952506597,0.5511504021437967,0.0,0.14671816362332565
2022-06-04,0.5758293838862559,0.5642633228840125,0.5002619858527639,0.29511088709677424,0.18136577273983967,0.906047493403694,0.6346092193209886,0.0,0.1431322201713819
2022-06-05,0.5402843601895735,0.5203761755485894,0.44066020434896513,0.28225806451612906,0.1410929868214911,0.8156200527704486,0.5544584919523301,0.0,0.13898145778744717
2022-06-06,0.5829383886255924,0.5956112852664577,0.5100864553314121,0.2555443548387097,0.09925352502073544,0.9179525065963061,0.5898200891297706,0.0030540412600974245,0.13547140731861335
2022-06-07,0.6611374407582938,0.6238244514106582,0.3876080691642651,0.15284778225806456,0.12570270021196203,0.9245382585751979,0.6807832665884408,0.0,0.13027760291039864
2022-06-08,0.6563981042654029,0.7335423197492164,0.35237097196751377,0.1895161290322581,0.29877430651552855,0.8518416886543536,0.8322390785630402,0.0,0.12578434911550618
2022-06-09,0.6066350710900474,0.658307210031348,0.6074141996332199,0.3957913306451613,0.10671827481338124,0.8842638522427442,0.5820102079121117,0.0,0.1211193631216535
2022-06-10,0.5592417061611374,0.6144200626959248,0.8126801152737753,0.4564012096774193,0.11261634872361995,0.9004749340369395,0.5430102862343706,0.0,0.11748671629548832
2022-06-11,0.5853080568720379,0.592476489028213,0.5437516374115798,0.24621975806451615,0.15998525481522444,0.9174459102902375,0.6396354915653955,0.0,0.11333838637896092
2022-06-12,0.6374407582938388,0.6394984326018809,0.3162169242860885,0.10748487903225808,0.15712837526495257,0.9103535620052771,0.710723299408831,0.0,0.10812268976407982
2022-06-13,0.7061611374407583,0.6426332288401253,0.37057898873460837,0.1509576612903226,0.09870058059165054,0.8437361477572559,0.6435994541950798,0.0015270206300487122,0.09816903313312507
