date,ETo,humidity_max,humidity_avg,humidity_min,precip,solar_radiation_avg,temp_max,temp_avg,temp_min,windspeed_avg,humedad_sonda
2023-01-04,0.004301075268817208,0.9370149253731344,0.8503896103896105,0.7635164835164836,0.0,0.1424758091424758,0.19510952623535407,0.23466585291425082,0.359375,0.021428571428571425,0.14853223301411836
2023-01-05,0.013978494623655913,0.9377611940298507,0.7412987012987012,0.5072527472527472,0.0,0.271604938271605,0.2544574630667346,0.26090936832468714,0.37590144230769235,0.029591836734693875,0.14749550008540704
2023-01-06,0.021505376344086016,0.8428358208955223,0.5896103896103897,0.33780219780219783,0.0,0.27994661327994663,0.31100356597045337,0.2514494964906927,0.2893629807692308,0.03469387755102041,0.1460030983504099
2023-01-07,0.03655913978494623,0.7608955223880598,0.5345454545454545,0.3504395604395604,0.0,0.28261594928261596,0.3087111563932756,0.29234055538602377,0.3518629807692308,0.0510204081632653,0.14529268945306908
2023-01-08,0.1139784946236559,0.45791044776119405,0.4355844155844156,0.39714285714285713,0.0,0.062395729062395724,0.40295466123280693,0.5126640219713152,0.608173076923077,0.11326530612244898,0.14656046572017883
2023-01-09,0.12365591397849461,0.6665671641791044,0.42831168831168825,0.32494505494505493,0.0,0.20453787120453787,0.4294447274579726,0.5062557216966738,0.5024038461538461,0.12959183673469388,0.14741009303937516
2023-01-10,0.039784946236559135,0.8661194029850746,0.5706493506493506,0.3325274725274725,0.0,0.27327327327327333,0.38104941416199695,0.36313701556301486,0.43629807692307687,0.04081632653061224,0.14427767854762602
2023-01-11,0.05913978494623656,0.7589552238805969,0.5831168831168831,0.40637362637362634,0.0,0.295628962295629,0.36398369842078454,0.34299664327128465,0.3960336538461538,0.06836734693877551,0.1419568778343538
2023-01-12,0.03333333333333334,0.8937313432835821,0.6658441558441558,0.4585714285714285,0.0,0.2699366032699366,0.31456953642384106,0.3094293561184009,0.4029447115384615,0.04081632653061224,0.14028280099565857
2023-01-13,0.03225806451612903,0.8144776119402984,0.5454545454545454,0.30736263736263736,0.0,0.2792792792792793,0.3237391747325522,0.266707354287458,0.3278245192307692,0.03673469387755102,0.13670459134456361
2023-01-14,0.03333333333333334,0.6223880597014926,0.4431168831168831,0.30417582417582417,0.0,0.293626960293627,0.31558838512480897,0.262740311260299,0.3073918269230769,0.03775510204081632,0.13611562830458623
2023-01-15,0.12365591397849461,0.5355223880597014,0.36,0.259010989010989,0.0,0.2829496162829496,0.3942944472745797,0.36893500152578573,0.3894230769230769,0.11530612244897957,0.13554394414675403
2023-01-16,0.15698924731182795,0.43268656716417914,0.3068831168831169,0.28098901098901097,0.0,0.25825825825825827,0.31329597554763117,0.36527311565456205,0.45703125,0.17755102040816326,0.13441834839558178
2023-01-17,0.3086021505376344,0.25656716417910447,0.23389610389610388,0.28285714285714286,0.0,0.28828828828828834,0.35048395313295977,0.4583460482148306,0.569110576923077,0.3724489795918367,0.13490265077799404
2023-01-18,0.11612903225806452,0.7447761194029852,0.3897402597402597,0.3727472527472528,0.038265306122448974,0.26459793126459796,0.12761079979623027,0.23252975282270366,0.34945913461538464,0.2653061224489796,0.1250235733320695
2023-01-19,0.0903225806451613,0.5591044776119402,0.28259740259740257,0.17527472527472526,0.0,0.31564898231564903,0.23178807947019867,0.2572474824534635,0.2653245192307692,0.10714285714285714,0.1252269704590357
2023-01-20,0.12903225806451613,0.5250746268656717,0.4036363636363636,0.3242857142857143,0.0,0.2589255922589256,0.32170147733061644,0.39243210253280436,0.4975961538461539,0.13979591836734695,0.12990905383803472
2023-01-21,0.0924731182795699,0.7511940298507462,0.38376623376623376,0.2045054945054945,0.0,0.24190857524190856,0.2707590422822211,0.30698809887091844,0.4296875,0.09795918367346938,0.13005123435397226
2023-01-22,0.11505376344086021,0.15776119402985075,0.09272727272727274,0.1731868131868132,0.0,0.3440106773440107,0.1553744268976057,0.19774183704607873,0.28665865384615385,0.1408163265306122,0.12627604544642218
2023-01-23,0.08494623655913978,0.4323880597014925,0.21038961038961043,0.25054945054945055,0.0,0.35201868535201875,0.12047885888945493,0.15959719255416538,0.24939903846153846,0.12244897959183672,0.1245733350316006
2023-01-24,0.020430107526881715,0.6959701492537312,0.5358441558441558,0.4216483516483516,0.0,0.23289956623289956,0.10570555272542029,0.10405859017393958,0.16376201923076925,0.0336734693877551,0.1231085795080357
2023-01-25,0.03225806451612903,0.8537313432835821,0.6018181818181818,0.4296703296703297,0.0,0.1838505171838505,0.1490066225165563,0.11992676228257551,0.15955528846153846,0.053061224489795916,0.12153373282108852
2023-01-26,0.06236559139784947,0.4441791044776119,0.3936363636363637,0.43131868131868134,0.0,0.09075742409075742,0.11054508405501783,0.19072322245956666,0.3118990384615385,0.1020408163265306,0.1202412724366285
2023-01-27,0.08172043010752687,0.733134328358209,0.38649350649350644,0.24483516483516485,0.0,0.37504170837504175,0.20606214977075904,0.18065303631370153,0.18990384615384615,0.09489795918367347,0.12205308665013816
2023-01-28,0.03225806451612903,0.6588059701492538,0.41116883116883113,0.2554945054945055,0.0,0.37804471137804474,0.17396841569027,0.11229783338419284,0.15775240384615385,0.03061224489795918,0.12186993049939923
2023-01-29,0.04408602150537634,0.7049253731343285,0.5306493506493506,0.3627472527472527,0.0,0.38138138138138145,0.14391237901171677,0.12755569118095816,0.13912259615384617,0.04897959183673469,0.12043183382257258
2023-01-30,0.04516129032258065,0.9032835820895522,0.5727272727272726,0.3483516483516484,0.0,0.3853853853853854,0.20402445236882324,0.1925541653951785,0.25841346153846156,0.03469387755102041,0.12079715875935655
