date,temp_min,temp_avg,temp_max,humidity_min,humidity_avg,humidity_max,windspeed_avg,precip,solar_radiation_avg,ETo,humedad_sonda
2023-01-04,0.3245192307692308,0.2685382972230698,0.32603158430973,0.46153846153846156,0.8051948051948052,0.9850746268656716,0.02040816326530612,0.0,0.3293293293293294,0.00968766655264965,0.3221311871974344
2023-01-05,0.2614182692307693,0.18004272200183094,0.2598064187468161,0.5494505494505495,0.8571428571428571,0.9850746268656716,0.0,0.0,0.3360026693360027,0.0054440205948983475,0.32258537495667944
2023-01-06,0.2884615384615385,0.2624351541043637,0.3336729495669893,0.3076923076923077,0.7012987012987013,0.9850746268656716,0.03061224489795918,0.0,0.34267600934267606,0.006038852528551949,0.32161528914481385
2023-01-07,0.4206730769230769,0.2807445834604821,0.26490066225165565,0.3076923076923077,0.7402597402597403,0.9850746268656716,0.14285714285714285,0.0,0.2959626292959627,0.0315504615254887,0.31948702454687367
2023-01-08,0.5048076923076923,0.37534330180042713,0.2801833927661742,0.7362637362637363,0.8311688311688312,0.9552238805970149,0.14285714285714285,0.022959183673469385,0.10577243910577244,0.023484043170012566,0.31427571369188506
2023-01-09,0.5859375,0.4058590173939578,0.2878247580234335,0.5494505494505495,0.8831168831168831,0.9850746268656716,0.24489795918367344,0.04591836734693877,0.22255588922255587,0.04821285365337638,0.3097466718404578
2023-01-10,0.5108173076923077,0.38754958803783945,0.32603158430973,0.43956043956043955,0.6883116883116883,0.9850746268656716,0.12244897959183672,0.0,0.26259592926259595,0.038442414273139124,0.3080780255075796
2023-01-11,0.43870192307692313,0.2898992981385413,0.19612837493632196,0.6923076923076923,0.7792207792207793,0.9850746268656716,0.14285714285714285,0.0,0.1424758091424758,0.020834162606760163,0.30673520952372496
2023-01-12,0.4597355769230769,0.32956972841013116,0.31839021905247067,0.42857142857142855,0.7532467532467533,0.9850746268656716,0.03061224489795918,0.0,0.3293293293293294,0.024689697705865262,0.3053548736814979
2023-01-13,0.32752403846153844,0.27769301190112905,0.30056036678553233,0.2967032967032967,0.5974025974025974,0.9104477611940298,0.1020408163265306,0.0,0.26259592926259595,0.03032519586248694,0.3041853402014423
2023-01-14,0.22836538461538464,0.24717729630759838,0.3769740193581253,0.16483516483516483,0.42857142857142855,0.7761194029850746,0.0510204081632653,0.0,0.3360026693360027,0.014224481490934976,0.3017455620425417
2023-01-15,0.43569711538461536,0.3143118706133658,0.26744778400407543,0.43956043956043955,0.4935064935064935,0.746268656716418,0.22448979591836735,0.0,0.3059726393059726,0.054618963894809934,0.29887381183001144
2023-01-16,0.3816105769230769,0.22581629539212694,0.1553744268976057,0.5934065934065934,0.7012987012987013,0.8059701492537313,0.37755102040816324,0.0,0.3159826493159827,0.05161414677665559,0.29658904992807056
2023-01-17,0.40564903846153844,0.2868477265791882,0.19103413143148243,0.6263736263736264,0.7662337662337663,0.9850746268656716,0.4489795918367347,0.086734693877551,0.3093093093093094,0.05504159428887765,0.2949900128061202
2023-01-18,0.30949519230769235,0.10680500457735732,0.028018339276617427,0.5604395604395604,0.8181818181818182,0.9850746268656716,0.23469387755102036,0.07397959183673469,0.22922922922922925,0.023010072424222996,0.3033120161295897
2023-01-19,0.24639423076923078,0.1190112908147696,0.08914926133469181,0.4175824175824176,0.5584415584415584,0.7313432835820896,0.33673469387755095,0.007653061224489795,0.3827160493827161,0.05148698203235604,0.31308495187090796
2023-01-20,0.3786057692307693,0.2654867256637168,0.24961793173713703,0.46153846153846156,0.8051948051948052,0.9850746268656716,0.2755102040816326,0.0,0.2592592592592593,0.0582430928708924,0.3144366541370087
2023-01-21,0.3786057692307693,0.28379615501983513,0.2598064187468161,0.38461538461538464,0.6753246753246753,0.9701492537313433,0.1326530612244898,0.007653061224489795,0.23590256923590255,0.04204284264538869,0.3115915627712168
2023-01-22,0.2103365384615385,0.1190112908147696,0.12480896586856853,0.18681318681318682,0.24675324675324675,0.3880597014925373,0.14285714285714285,0.0,0.40607273940607275,0.034968733657022154,0.3083554749865966
2023-01-23,0.2043269230769231,0.09154714678059199,0.1120733571064697,0.23076923076923078,0.2987012987012987,0.47761194029850745,0.11224489795918367,0.0,0.40607273940607275,0.029809331882603377,0.3044672328215822
2023-01-24,0.09615384615384619,0.027464144034177598,0.03565970453387672,0.43956043956043955,0.5844155844155844,0.746268656716418,0.0510204081632653,0.0,0.2859526192859526,0.012155444488363655,0.3026692417137887
2023-01-25,0.14122596153846156,0.09765028989929814,0.18084564442180337,0.2967032967032967,0.5194805194805194,0.8059701492537313,0.02040816326530612,0.0,0.34934934934934936,0.017671903177579544,0.3011131549560278
2023-01-26,0.25240384615384615,0.10680500457735732,0.09169638308711157,0.42857142857142855,0.4935064935064935,0.6268656716417911,0.16326530612244897,0.0,0.16249582916249583,0.032296204854672016,0.30018256373192265
2023-01-27,0.24639423076923078,0.11595971925541652,0.11971472236372897,0.2967032967032967,0.5064935064935064,0.7761194029850746,0.2040816326530612,0.0,0.3460126793460127,0.05125600480128933,0.297552224187078
2023-01-28,0.17427884615384617,0.08849557522123892,0.16556291390728478,0.1978021978021978,0.4155844155844156,0.582089552238806,0.0510204081632653,0.0,0.4127460794127461,0.027490207425712593,0.2950926987342973
2023-01-29,0.09314903846153848,0.018309429356118397,0.12480896586856853,0.2857142857142857,0.6753246753246753,0.7910447761194029,0.04081632653061224,0.0,0.41941941941941946,0.026268411596528395,0.29533262835494184
