date,temp_max,temp_min,humidity_max,humidity_min,windspeed_avg,solar_radiation_avg,ETo,precip,humedad_sonda
2023-01-27,14.6,1.2,72.74,26.91,7.745833333333334,11.952000000000002,2.1400305148607024,0.0,15.3111875
2023-01-28,13.4,3.6,93.3,31.64,6.091666666666666,12.8592,1.6618375377520964,1.227,15.235
2023-01-29,13.5,-1.3,84.16,40.53,8.533333333333333,13.1292,1.8721400518746392,0.0,15.237541666666669
2023-01-30,14.6,0.6,93.2,34.97,5.558333333333334,13.9644,1.6689847224633665,0.0,15.333458333333333
2023-01-31,17.9,1.4,93.25,21.05,8.266666666666667,15.386400000000002,2.566660465690517,0.0,15.2458125
2023-02-01,15.7,0.4,93.35,39.3,6.75,15.282,1.8817504408731736,0.0,15.252125
2023-02-02,16.0,2.6,93.96,34.79,5.0375000000000005,13.6296,1.725918773774721,0.256,15.396416666666669
2023-02-03,16.8,-0.6,93.4,30.97,6.095833333333334,12.888,1.9921564055883665,10.826,15.284375
2023-02-04,21.6,-0.9,90.75,13.22,6.354166666666667,15.256800000000002,2.8107160579744805,0.0,15.274354166666669
2023-02-05,17.6,0.4,93.45,27.55,7.899999999999999,18.1764,2.498676173864863,0.0,15.326145833333332
2023-02-06,13.0,2.7,99.29,71.66,10.583333333333334,9.2052,1.2354123222942657,0.0,15.294125
2023-02-07,13.4,7.0,87.12,52.77,8.745833333333334,12.6252,1.8108191497477413,8.748,15.230979166666666
2023-02-08,16.0,9.2,94.16,48.87,9.954166666666667,11.754,2.058035057005751,1.87,15.3294375
2023-02-09,13.3,8.5,92.15,53.95,9.829166666666667,6.4152000000000005,1.6343258174769777,0.0,15.4139375
2023-02-10,12.5,4.2,91.98,51.8,7.704166666666667,8.434800000000001,1.5432223064139086,0.091,15.390791666666669
2023-02-11,13.0,5.6,96.34,66.93,12.820833333333333,7.498800000000001,1.4356920438558105,0.0,16.480395833333333
2023-02-12,13.4,8.7,88.72,64.1,10.354166666666666,9.723600000000005,1.6555906623692445,0.0,20.172416666666667
2023-02-13,14.0,6.3,92.13,61.56,8.283333333333333,7.844400000000002,1.5055484978415412,0.0,21.81770833333333
2023-02-14,13.5,9.0,88.84,69.3,11.095833333333331,7.693200000000001,1.5243769430397622,0.0,22.891791666666663
2023-02-15,15.1,10.9,87.71,66.14,13.966666666666669,9.1332,1.9003363607656825,0.0,23.5106875
2023-02-16,16.9,6.4,95.09,46.81,10.029166666666669,17.643599999999996,2.472040220272801,0.0,23.8255
2023-02-17,16.0,6.7,87.73,52.81,11.4,13.4604,2.298835780740151,0.0,23.829979166666664
2023-02-18,15.3,10.6,94.27,61.45,8.958333333333334,8.697600000000001,1.693044432143541,0.0,23.907750000000004
2023-02-19,18.6,7.2,93.55,41.21,8.5,17.4456,2.6704603389411057,0.0,23.65397916666667
2023-02-20,17.8,5.3,92.99,40.56,8.3,16.5348,2.5636562994698258,0.0,23.284729166666665
