date,ETo,humidity_max,humidity_avg,humidity_min,precip,solar_radiation_avg,temp_max,temp_avg,temp_min,windspeed_avg,humedad_sonda,ssm
2023-01-04,0.01392405063291139,0.9411864406779661,0.9018284106891703,0.7795817958179582,0.0,0.10075566750629725,0.24676961865742197,0.3363489499192246,0.3968871595330739,0.04,0.2902214159815766,0.020618556701030927
2023-01-16,0.09367088607594937,0.8669491525423729,0.5542897327707454,0.368019680196802,0.0,0.2529686937747392,0.33406870469587135,0.34862681744749596,0.3317120622568093,0.11875,0.26922845343317,0.010309278350515464
2023-01-28,0.07215189873417722,0.5157627118644069,0.3905766526019691,0.266789667896679,0.0,0.3882691615689097,0.19287740308855966,0.17609046849757676,0.23443579766536965,0.075,0.24822880080280982,0.005154639175257732
2023-02-09,0.060759493670886074,0.7525423728813561,0.7573839662447257,0.6596555965559656,0.004545454545454546,0.0798848506657071,0.15947053261897257,0.30016155088852986,0.43417639429312577,0.0975,0.252648886487321,0.23711340206185566
2023-02-21,0.15063291139240506,0.9110169491525424,0.7198312236286921,0.4523985239852399,0.013636363636363636,0.28751349406261245,0.44784115978569167,0.4174474959612278,0.42704280155642016,0.08875,0.44477105767622566,0.25773195876288657
2023-03-05,0.14936708860759493,0.9169491525423727,0.5758087201125176,0.2567035670356704,0.15454545454545454,0.31738035264483627,0.34100220611408755,0.33150242326332796,0.29896238651102464,0.06625,0.3777112200393686,0.0
2023-03-17,0.32784810126582276,0.7928813559322034,0.4848101265822785,0.22915129151291513,0.0,0.6182079884850665,0.5222187204538291,0.47722132471728596,0.4614137483787289,0.1175,0.33354998906428907,0.05670103092783505
2023-03-29,0.4253164556962025,0.8986440677966101,0.5045007032348805,0.2014760147601476,0.0,0.7394746311622885,0.5811534825086667,0.529886914378029,0.5155642023346303,0.1375,0.9236805743178047,0.07731958762886598
2023-04-10,0.5,0.8486440677966101,0.49451476793248944,0.11414514145141451,0.0,0.7484706729039222,0.8102741884651748,0.6588045234248788,0.5392347600518806,0.1025,0.6284045441095114,0.29381443298969073
2023-04-22,0.3835443037974683,0.6991525423728814,0.47032348804500707,0.28351783517835183,0.0,0.6495142137459518,0.6356760163882761,0.6158319870759289,0.6089494163424124,0.05625,0.9854269430185134,0.29896907216494845
2023-05-04,0.5189873417721518,0.7359322033898306,0.4445850914205345,0.22730627306273063,0.0,0.7704210147535084,0.7541758588086983,0.6659127625201938,0.5470168612191958,0.1,0.8430995664312273,0.13402061855670103
2023-05-16,0.6455696202531644,0.7715254237288135,0.31237693389592125,0.1924969249692497,0.0,1.0,0.6148755121336273,0.6384491114701131,0.6721789883268482,0.1775,0.6751692462078813,0.13402061855670103
2023-05-28,0.3227848101265822,0.9444067796610169,0.8575246132208159,0.5745387453874539,0.06818181818181818,0.4929830874415258,0.5685471162937282,0.5861066235864297,0.7120622568093384,0.06,0.998861142202838,0.4484536082474227
2023-06-09,0.5696202531645569,0.9598305084745762,0.6703234880450071,0.43013530135301353,0.004545454545454546,0.8704569989204749,0.7355814686416638,0.7796445880452343,0.8268482490272373,0.04875,0.9416187425219035,0.7783505154639175
2023-06-21,0.4936708860759494,0.8920338983050846,0.7514767932489453,0.5161131611316113,0.04090909090909091,0.6192875134940625,0.791364639142767,0.7770597738287561,0.9075875486381323,0.1125,0.7650046959229098,0.3865979381443299
2023-07-03,0.781012658227848,0.7923728813559322,0.48917018284106895,0.3672816728167282,0.0,0.9118387909319899,0.8887488181531673,0.9166397415185784,0.8920233463035018,0.22,0.6006118851879012,0.4793814432989691
2023-07-15,0.7746835443037975,0.9106779661016949,0.5196905766526021,0.2907749077490775,0.0,0.93270960777258,1.0,1.0,0.9636835278858624,0.13125,0.5303279426711439,0.520618556701031
2023-07-27,0.6987341772151898,0.8723728813559322,0.5991561181434599,0.434809348093481,0.0,0.8366318819719324,0.8783485660258431,0.9298869143780291,0.9727626459143968,0.18625,0.4805784347781337,0.5618556701030928
2023-08-08,0.7177215189873417,0.7784745762711865,0.5421940928270043,0.42509225092250924,0.0,0.819719323497661,0.8531358335959659,0.9250403877221325,1.0,0.24375,0.4391205115339585,0.42783505154639173
2023-08-20,0.6924050632911392,0.9022033898305085,0.6419127988748242,0.3808118081180812,0.0,0.8150413817920115,0.9719508351717617,0.9599353796445881,0.9588197146562905,0.16375,0.4185124860087229,0.4020618556701031
2023-09-01,0.5,0.9169491525423727,0.6651195499296767,0.3742927429274293,0.0,0.6214465635120547,0.7708792940434919,0.8048465266558966,0.8369001297016861,0.16875,0.4059968865387831,0.30412371134020616
2023-09-13,0.4012658227848101,0.9161016949152542,0.7357243319268637,0.5833948339483395,0.0,0.5663907880532566,0.7204538291837377,0.7990306946688207,0.8521400778210116,0.13625,0.4525670616388128,0.22164948453608246
2023-09-25,0.40632911392405063,0.9245762711864406,0.6714486638537271,0.3511685116851168,0.0,0.6739834472831953,0.6983926883075952,0.6849757673667205,0.6708819714656289,0.1275,0.49695163842680146,0.21649484536082475
2023-10-07,0.33797468354430377,0.9055932203389832,0.6922644163150493,0.3976629766297663,0.0,0.5699892047499101,0.7403088559722659,0.7105008077544426,0.6770428015564203,0.1075,0.46899687367324094,0.26288659793814434
2023-10-19,0.23670886075949368,0.9084745762711863,0.5756680731364276,0.3640836408364084,0.11363636363636363,0.265203310543361,0.6901985502678851,0.6924071082390953,0.7204928664072632,0.12375,0.4354702998957891,0.44329896907216493
