date,temp_max,temp_min,temp_avg,humidity_max,humidity_min,humidity_avg,windspeed_avg,solar_radiation_avg,precip,ETo,humedad_sonda,ssm
2023-01-16,0.08824456350456976,0.31776913099870296,0.21324717285945075,0.6593220338983051,0.5055350553505535,0.6019690576652602,1.0,0.28427491903562435,0.0,0.22784810126582275,0.5032588418438895,0.041237113402061855
2023-01-28,0.0,0.0,0.0,0.6728813559322034,0.32718327183271834,0.49367088607594944,0.2,0.3886290032385751,0.0,0.10126582278481013,0.5043071262238347,0.0
2023-02-09,0.022061140876142426,0.3566796368352788,0.16155088852988692,0.9016949152542373,0.6752767527675276,0.8143459915611816,0.325,0.1583303346527528,0.0,0.08860759493670885,0.4919145213375017,0.4793814432989691
2023-02-21,0.39079735266309484,0.37289234760051876,0.3683360258481421,0.759322033898305,0.24969249692496925,0.5077355836849509,0.3,0.3778337531486146,0.02727272727272727,0.3291139240506329,0.5077134071815456,0.36597938144329895
2023-03-05,0.2521273242987708,0.1783398184176394,0.21647819063004847,0.864406779661017,0.1008610086100861,0.39943741209563993,0.3,0.3094638359121986,0.018181818181818184,0.30379746835443033,0.4803530304784694,0.015463917525773196
2023-03-17,0.4097069019855026,0.33073929961089493,0.3554119547657512,0.4677966101694914,0.26322263222632225,0.38115330520393814,0.3375,0.6225260885210506,0.0,0.4430379746835443,0.4616949065318357,0.061855670103092786
2023-03-29,0.5861960289946423,0.38261997405966275,0.49757673667205166,0.5813559322033898,0.04305043050430504,0.14205344585091423,0.2625,0.791651673263764,0.0,0.6075949367088607,0.3843647638529726,0.20103092783505155
2023-04-10,0.5924992121021114,0.49286640726329434,0.5815831987075929,0.0,0.07011070110701106,0.02250351617440227,0.2875,0.7880532565671104,0.0,0.670886075949367,0.3299069821297619,0.33505154639175255
2023-04-22,0.466435549952726,0.5415045395590142,0.481421647819063,0.5084745762711864,0.33456334563345635,0.3544303797468355,0.3875,0.6153292551277437,0.0,0.5316455696202531,0.2904545396065717,0.38144329896907214
2023-05-04,0.5956508036558461,0.49610894941634237,0.5686591276252019,0.7440677966101696,0.07872078720787208,0.3080168776371308,0.3,0.8168405901403383,0.0,0.6835443037974683,0.30770362936945983,0.30412371134020616
2023-05-16,0.5483769303498266,0.4863813229571984,0.5363489499192247,0.17627118644067793,0.0,0.09563994374120958,0.3375,0.9859661748830514,0.0,0.7848101265822784,0.2718947084024856,0.30927835051546393
2023-05-28,0.35612984557201377,0.5123216601815823,0.41357027463651047,1.0,0.6125461254612546,0.8874824191279888,0.2,0.39942425332853543,0.07272727272727274,0.26582278481012656,0.7235905155222767,0.9639175257731959
2023-06-09,0.5231641979199495,0.6776913099870298,0.6009693053311793,1.0,0.4661746617466175,0.6919831223628693,0.2875,0.8348326736236056,0.009090909090909092,0.5443037974683543,0.6734303395216592,0.7525773195876289
2023-06-21,0.6523794516230697,0.7555123216601816,0.6785137318255251,0.8593220338983051,0.3505535055350554,0.6033755274261605,0.2,0.5721482547679021,0.08181818181818182,0.5063291139240506,0.5001103863522328,0.7525773195876289
2023-07-03,0.8635360857232901,0.7684824902723736,0.8271405492730209,0.7983050847457626,0.13038130381303814,0.40787623066104084,0.225,0.9679740913997841,0.0,0.860759493670886,0.42519948023209436,0.7577319587628866
2023-07-15,0.9013551843681058,0.7490272373540856,0.8594507269789984,0.6694915254237288,0.04428044280442804,0.18424753867791846,0.3,0.9787693414897445,0.0,1.0,0.36073745287995157,0.5515463917525774
2023-07-27,0.8288685786322093,0.8398184176394292,0.8174474959612278,0.8542372881355933,0.20418204182041824,0.42756680731364277,0.275,0.8852105073767542,0.0,0.8227848101265822,0.3150462516242747,0.5360824742268041
2023-08-08,0.9612354238890639,0.8722438391699091,0.8820678513731826,1.0,0.17097170971709716,0.4585091420534459,0.25,0.7952500899604174,0.0,0.860759493670886,0.2784093043601323,0.5103092783505154
2023-08-20,0.9486290576741253,0.8333333333333334,0.9079159935379644,0.36271186440677966,0.13407134071340715,0.23769338959212377,0.2875,0.8312342569269521,0.0,0.9240506329113923,0.24665457305698146,0.5773195876288659
2023-09-01,0.7154112826977623,0.7166018158236057,0.7205169628432957,0.6864406779661016,0.24723247232472328,0.38115330520393814,0.2875,0.647715005397625,0.0,0.6329113924050632,0.22166402923051187,0.5309278350515464
2023-09-13,0.5988023952095808,0.7587548638132294,0.6817447495961227,0.9050847457627119,0.4268142681426815,0.6399437412095641,0.3125,0.5469593378913279,0.0,0.46835443037974683,0.544166634502811,0.25257731958762886
2023-09-25,0.6681374093917428,0.5674448767833982,0.630048465266559,0.635593220338983,0.08733087330873308,0.30239099859353025,0.3125,0.6765023389708528,0.0,0.6329113924050632,0.565206942246581,0.09278350515463918
2023-10-07,0.6870469587141504,0.616083009079118,0.6429725363489499,0.5508474576271186,0.13776137761377613,0.2756680731364276,0.2625,0.593738754947823,0.0,0.5443037974683543,0.5010675826932726,0.21649484536082475
2023-10-19,0.47273873306019526,0.609597924773022,0.5169628432956381,1.0,0.4920049200492005,0.7032348804500704,0.8875,0.29866858582223826,1.0,0.430379746835443,0.45648796428525473,0.26804123711340205
2023-10-31,0.23321777497636303,0.4020752269779507,0.3295638126009693,0.7864406779661018,0.42435424354243545,0.6469760900140648,0.1375,0.09715725080964376,0.009090909090909092,0.11392405063291138,0.5039052066849357,0.07731958762886598
2023-11-12,0.4538291837377875,0.4636835278858625,0.4297253634894992,0.9627118644067796,0.43419434194341944,0.7172995780590717,0.35,0.39942425332853543,0.0,0.27848101265822783,0.4488406859907109,0.09278350515463918
