date,ETo,humidity_max,humidity_avg,humidity_min,precip,solar_radiation_avg,temp_max,temp_avg,temp_min,windspeed_avg,humedad_sonda,ssm
2023-01-04,0.005063291139240511,0.9284745762711865,0.8928270042194094,0.8300123001230013,0.0,0.09715725080964376,0.1626221241727072,0.24846526655896609,0.3748378728923476,0.02625,0.3644308927399745,0.061855670103092786
2023-01-16,0.18481012658227847,0.35576271186440683,0.30421940928270047,0.2899138991389914,0.0,0.22202231018351926,0.30885597226599426,0.38675282714054926,0.4802204928664072,0.2175,0.3324507571371595,0.25257731958762886
2023-01-28,0.0379746835443038,0.6125423728813559,0.4171589310829817,0.2613776137761378,0.0,0.3512054695933789,0.13646391427670973,0.11890145395799677,0.1572632944228275,0.0375,0.3131735432989824,0.06701030927835051
2023-02-09,0.026582278481012654,0.929322033898305,0.929113924050633,0.7917589175891759,0.08181818181818182,0.029866858582223824,0.05137094232587453,0.23877221324717288,0.45265888456549935,0.05625,0.6124188505924582,0.8247422680412371
2023-02-21,0.1582278481012658,0.8596610169491525,0.6151898734177215,0.34833948339483395,0.2863636363636364,0.3979848866498741,0.4390167034352347,0.3990306946688207,0.46238651102464334,0.0625,0.6055651189419377,0.3556701030927835
2023-03-05,0.1810126582278481,0.8830508474576271,0.4648382559774965,0.23862238622386223,0.1318181818181818,0.394746311622886,0.3356445004727387,0.3279483037156704,0.322632944228275,0.085,0.48258443012080743,0.061855670103092786
2023-03-17,0.27848101265822783,0.5896610169491526,0.39859353023909994,0.21439114391143912,0.0,0.6052536883771141,0.4812480302552789,0.45105008077544423,0.4396887159533074,0.0725,0.35466079997941513,0.26804123711340205
2023-03-29,0.38734177215189874,0.8715254237288136,0.4815752461322082,0.14809348093480934,0.0,0.7279596977329974,0.5748502994011976,0.48271405492730207,0.4312581063553826,0.10125,0.2790541253361123,0.26288659793814434
2023-04-10,0.5025316455696202,0.1471186440677966,0.02545710267229253,0.05264452644526445,0.0,0.7506297229219143,0.7693034982666245,0.7321486268174475,0.6926070038910505,0.105,0.21973934411465762,0.5824742268041238
2023-04-22,0.36075949367088606,0.4347457627118645,0.27102672292545715,0.2201722017220172,0.013636363636363636,0.5692695214105794,0.5814686416640403,0.5922455573505654,0.6173800259403371,0.0675,0.1752919834806438,0.5773195876288659
2023-05-04,0.47215189873417723,0.6296610169491527,0.27116736990154716,0.17330873308733089,0.0,0.7355163727959697,0.6861014812480303,0.664297253634895,0.5703631647211413,0.08,0.2214772215575025,0.5
2023-05-16,0.6443037974683544,0.49627118644067797,0.15597749648382567,0.10971709717097171,0.0,0.9964015833033465,0.5783170501103057,0.6261712439418416,0.6313229571984434,0.17625,0.30954906274524946,0.3247422680412371
2023-05-28,0.3468354430379747,0.924915254237288,0.7784810126582278,0.4870848708487085,0.10454545454545454,0.5645915797049298,0.5026788528206744,0.5360258481421648,0.6429961089494162,0.06625,0.6992082545318873,0.9896907216494846
2023-06-09,0.5075949367088607,0.9376271186440677,0.6213783403656823,0.3932349323493235,0.004545454545454546,0.7614249730118748,0.6549007248660573,0.7185783521809369,0.7678339818417639,0.0775,0.6571471946685193,0.9948453608247423
2023-06-21,0.4316455696202532,0.9206779661016948,0.7060478199718707,0.44145141451414516,0.5954545454545455,0.5516372795969774,0.7409391742830128,0.7353796445880452,0.835603112840467,0.08625,0.3199073680960284,0.4793814432989691
2023-07-03,0.7379746835443037,0.6454237288135592,0.359774964838256,0.2809348093480935,0.0,0.9330694494422455,0.8679483138985186,0.892730210016155,0.893320363164721,0.145,0.22842564359874945,0.5721649484536082
2023-07-15,0.7164556962025316,0.8593220338983051,0.4112517580872012,0.27084870848708487,0.0,0.9330694494422455,0.9445319886542702,0.9495961227786753,0.8777561608300907,0.10125,0.16387973291134356,0.711340206185567
2023-07-27,0.6341772151898734,0.7801694915254237,0.5164556962025316,0.2781057810578106,0.0,0.8136020151133502,0.8670028364323982,0.8859450726978998,0.9075875486381323,0.1125,0.14727134715092563,0.8711340206185567
2023-08-08,0.6734177215189874,0.6157627118644068,0.44922644163150494,0.302460024600246,0.0,0.7858942065491185,0.8619602899464229,0.8953150242326333,0.9685473411154343,0.17,0.12633962458347808,0.6649484536082474
2023-08-20,0.6417721518987342,0.5628813559322032,0.38087201125175807,0.23480934809348095,0.0,0.8006477150053977,0.9659628112196658,0.9508885298869144,0.9221789883268481,0.11625,0.11885805447270575,0.6958762886597938
2023-09-01,0.4974683544303797,0.6505084745762711,0.36779184247538677,0.22902829028290284,0.0,0.6340410219503417,0.7620548376930348,0.802907915993538,0.8229571984435797,0.13625,0.14908847633383515,0.5515463917525774
