date,temp_max,temp_min,temp_avg,humidity_max,humidity_min,humidity_avg,windspeed_avg,solar_radiation_avg,precip,ETo,humedad_sonda
2022-05-27,0.5960264900662252,0.4597355769230769,0.5645407384803173,0.7686567164179104,0.22417582417582416,0.34935064935064936,0.1717171717171717,0.9122635355512069,0.0,0.5741786626576724,0.6077765680888059
2022-05-28,0.6597045338767193,0.5438701923076923,0.6560878852609093,0.553731343283582,0.13626373626373628,0.24415584415584413,0.21212121212121213,0.860078277886497,0.0,0.6699884635596961,0.5892379858002282
2022-05-29,0.6062149770759043,0.5228365384615384,0.6286237412267316,0.5925373134328359,0.0978021978021978,0.2220779220779221,0.30303030303030304,0.9024787997390737,0.0,0.7338616641610451,0.5810058998686142
2022-05-30,0.5705552725420276,0.5588942307692308,0.5675923100396703,0.8985074626865672,0.15164835164835166,0.39090909090909093,0.3333333333333333,0.8992172211350294,0.0,0.6912795304268124,0.5748235731389435
2022-05-31,0.6597045338767193,0.5018028846153847,0.6347268843454379,0.6328358208955225,0.1043956043956044,0.3025974025974026,0.18181818181818182,0.9546640574037836,0.0,0.6699884635596961,0.5718491195603138
2022-06-01,0.6724401426388182,0.5498798076923077,0.6621910283796154,0.7253731343283581,0.14175824175824175,0.322077922077922,0.2424242424242424,0.9285714285714286,0.0,0.7338616641610451,0.5692434280406412
2022-06-02,0.5756495160468671,0.5378605769230769,0.6255721696673786,0.6955223880597015,0.2824175824175824,0.3753246753246753,0.1919191919191919,0.6187214611872146,0.0,0.4783688617556487,0.5642481778386652
2022-06-03,0.6367804381049414,0.5168269230769231,0.6255721696673786,0.7164179104477612,0.14175824175824175,0.35844155844155845,0.1919191919191919,0.9611872146118722,0.00510204081632653,0.6593429301261379,0.5623187122582411
2022-06-04,0.6011207335710648,0.5228365384615384,0.6103143118706134,0.6402985074626867,0.08021978021978023,0.2714285714285714,0.2424242424242424,0.9546640574037836,0.0,0.7019250638603706,0.5588210798623546
2022-06-05,0.6087620988283241,0.5048076923076923,0.6164174549893194,0.6208955223880596,0.08241758241758242,0.2350649350649351,0.16161616161616163,0.8633398564905415,0.0,0.5954697295247887,0.5637543103581233
2022-06-07,0.718288334182374,0.5408653846153846,0.6988098870918522,0.3940298507462686,0.09999999999999999,0.15714285714285717,0.1919191919191919,0.9546640574037836,0.0,0.7338616641610451,0.5568236420673884
2022-06-08,0.6724401426388182,0.5679086538461537,0.7018614586512053,0.46716417910447755,0.16703296703296702,0.2363636363636364,0.26262626262626265,0.8731245923026746,0.0,0.7338616641610451,0.5502631509646929
2022-06-09,0.6775343861436577,0.606971153846154,0.7201708880073237,0.582089552238806,0.2934065934065934,0.35194805194805195,0.1919191919191919,0.9253098499673842,0.0,0.6593429301261379,0.5485735771550868
2022-06-10,0.6698930208863985,0.6820913461538463,0.7171193164479707,0.7432835820895521,0.24285714285714288,0.35844155844155845,0.2424242424242424,0.941617742987606,0.0,0.7125705972939288,0.5461270557590162
2022-06-11,0.6698930208863985,0.6460336538461539,0.6957583155324992,0.5298507462686567,0.17362637362637365,0.24025974025974026,0.26262626262626265,0.9448793215916504,0.0,0.7551527310281616,0.5356160699960676
2022-06-12,0.718288334182374,0.6760817307692307,0.7445834604821482,0.1283582089552239,0.06373626373626375,0.04155844155844155,0.2424242424242424,0.9253098499673842,0.0,0.8190259316295107,0.5292796262649323
2022-06-13,0.8227203260315845,0.7181490384615384,0.8147696063472687,0.10597014925373137,0.0945054945054945,0.024675324675324656,0.21212121212121213,0.7915851272015656,0.0,0.8190259316295107,0.524992573624506
2022-06-14,0.8405501782985227,0.6911057692307692,0.8605431797375648,0.2194029850746269,0.046153846153846156,0.036363636363636376,0.2323232323232323,0.703522504892368,0.00510204081632653,0.8190259316295107,0.5210896155106031
2022-06-15,0.784513499745288,0.8263221153846153,0.8513884650595055,0.2567164179104478,0.13626373626373628,0.1142857142857143,0.26262626262626265,0.7459230267449446,0.0,0.8190259316295107,0.5052957677184791
2022-06-16,0.7794192562404484,0.7481971153846153,0.8208727494659749,0.4014925373134328,0.1692307692307692,0.17662337662337665,0.2424242424242424,0.8502935420743641,0.0,0.7977348647623944,0.49988268796841573
2022-06-17,0.7692307692307694,0.7782451923076923,0.8178211779066219,0.1522388059701493,0.12307692307692307,0.07922077922077923,0.32323232323232326,0.8829093281148077,0.0,0.9361267993986507,0.4968059241166999
2022-06-18,0.7615894039735099,0.7572115384615385,0.8178211779066219,0.19402985074626866,0.13076923076923078,0.08571428571428573,0.32323232323232326,0.8926940639269406,0.0,0.9254812659650926,0.49014468989745397
2022-06-19,0.718288334182374,0.6820913461538463,0.7415318889227952,0.3208955223880597,0.08021978021978023,0.13766233766233768,0.31313131313131315,0.9187866927592956,0.0,0.8935446656644181,0.4771318396041228
2022-06-20,0.7030056036678554,0.6219951923076924,0.7445834604821482,0.4253731343283582,0.12747252747252746,0.1727272727272727,0.29292929292929293,0.785061969993477,0.0,0.776443797895278,0.4718095797044104
2022-06-22,0.555272542027509,0.4987980769230769,0.5584375953616112,0.9537313432835822,0.14065934065934066,0.40779220779220776,0.29292929292929293,0.9122635355512069,0.0,0.6593429301261379,0.5340011847387062
2022-06-23,0.5705552725420276,0.5048076923076923,0.5797985962770826,0.7268656716417911,0.20219780219780217,0.3233766233766234,0.25252525252525254,0.941617742987606,0.0,0.6486973966925796,0.5232735167740908
2022-06-24,0.6011207335710648,0.5168269230769231,0.6133658834299663,0.5701492537313433,0.1131868131868132,0.2792207792207792,0.22222222222222224,0.9448793215916504,0.0,0.6699884635596961,0.5086238577910347
