date,ETo,humidity_max,humidity_avg,humidity_min,precip,solar_radiation_avg,temp_max,temp_avg,temp_min,windspeed_avg,humedad_sonda
2022-05-18,0.5273383155500163,0.8049253731343284,0.4468831168831168,0.29714285714285715,0.0,0.8796477495107633,0.6576668364747835,0.7180347879157765,0.7241586538461539,0.08383838383838384,0.1568524174455698
2022-05-19,0.5092409087129675,0.6852238805970149,0.3958441558441558,0.23813186813186815,0.0,0.8874755381604696,0.6276107997962304,0.6631064998474214,0.6373197115384616,0.08080808080808081,0.1495724208791327
2022-05-20,0.46133600826195553,0.7383582089552239,0.4677922077922078,0.29824175824175825,0.0,0.8163731245923027,0.6426388181355069,0.669819957277998,0.6499399038461539,0.05353535353535353,0.14185760724992044
2022-05-21,0.4602714549185998,0.7347761194029852,0.3807792207792208,0.2520879120879121,0.0,0.7765818656229616,0.6696383087111565,0.6862984436985046,0.6592548076923077,0.0606060606060606,0.13565481536112897
2022-05-22,0.42514119458785776,0.5279104477611941,0.2974025974025974,0.10505494505494506,0.0,0.6829745596868885,0.7608252674477841,0.7451937747940188,0.6553485576923077,0.04747474747474747,0.13000905850862507
2022-05-23,0.5049826953395441,0.69044776119403,0.3471428571428571,0.20417582417582417,0.0,0.8979125896934116,0.6963830871115639,0.727494659749771,0.6445312500000001,0.04747474747474747,0.12497433746885231
2022-05-24,0.5198864421465256,0.6328358208955225,0.2724675324675324,0.1701098901098901,0.0,0.8245270711024136,0.6943453897096282,0.7216966737870002,0.7010216346153846,0.08383838383838384,0.11999799564685633
2022-05-25,0.5028535886528325,0.6622388059701493,0.3111688311688312,0.23648351648351648,0.0,0.9514024787997392,0.4964340295466124,0.5544705523344521,0.5700120192307692,0.10808080808080808,0.11636632180765412
2022-05-26,0.4741106483822254,0.8525373134328359,0.41935064935064936,0.2946153846153846,0.0,0.9377038486627529,0.5259806418746817,0.5810192249008238,0.5384615384615385,0.05858585858585858,0.11317395158222274
2022-05-27,0.5060472486829,0.6456716417910449,0.28129870129870127,0.18725274725274724,0.0,0.9328114807566863,0.6686194600101886,0.6869087580103752,0.5991586538461539,0.04747474747474747,0.10984049824716395
2022-05-28,0.5241446555199488,0.6156716417910447,0.24649350649350646,0.16406593406593406,0.0,0.9099804305283757,0.7440142638818136,0.7458040891058894,0.6171875,0.051515151515151514,0.10590865792989242
2022-05-29,0.5220155488332372,0.49343283582089553,0.15649350649350646,0.07494505494505495,0.0,0.87573385518591,0.7705043301069792,0.7836435764418674,0.7319711538461539,0.05454545454545455,0.10185908619010417
2022-05-30,0.5103054620563232,0.5577611940298508,0.24168831168831167,0.20395604395604394,0.0,0.8998695368558384,0.6515537442689762,0.7165090021361,0.6893028846153846,0.05656565656565657,0.0987017434953389
2022-05-31,0.5507584891038443,0.635223880597015,0.3535064935064935,0.24802197802197803,0.0,0.911611219830398,0.6800815078960776,0.7149832163564235,0.661658653846154,0.08484848484848484,0.09631889842308007
2022-06-01,0.5475648290737768,0.7902985074626866,0.4807792207792208,0.2956043956043956,0.0,0.9021526418786694,0.6795720835455935,0.7146780592004881,0.6637620192307692,0.08686868686868686,0.09404210892978249
2022-06-02,0.417689321184367,0.7898507462686567,0.41870129870129874,0.17934065934065935,0.0,0.6572080887149381,0.7101375445746307,0.7406164174549892,0.7313701923076923,0.04848484848484848,0.09222262330907031
2022-06-03,0.5252092088633047,0.7450746268656717,0.4368831168831169,0.34296703296703296,0.0,0.8874755381604696,0.6500254712175243,0.7137625877326823,0.7064302884615384,0.07272727272727272,0.09052476105872657
2022-06-04,0.5337256356101512,0.6080597014925372,0.3180519480519481,0.22043956043956042,0.0,0.8985649054142205,0.6765155374426899,0.7216966737870002,0.6947115384615384,0.06969696969696969,0.08845765025594421
2022-06-05,0.452819581515109,0.5323880597014926,0.2511688311688312,0.1998901098901099,0.0,0.7808219178082192,0.663270504330107,0.7137625877326823,0.6577524038461539,0.04747474747474747,0.08628740283508944
2022-06-06,0.5624685758807584,0.46701492537313444,0.22480519480519484,0.13527472527472528,0.0,0.9386823222439661,0.7348446255731025,0.7586206896551724,0.6850961538461539,0.06868686868686869,0.08374158244653682
2022-06-07,0.569920449284249,0.4664179104477612,0.20441558441558444,0.11175824175824176,0.0,0.9067188519243314,0.8005603667855323,0.7998169057064388,0.6884014423076923,0.06969696969696969,0.0804271023572555
2022-06-08,0.534790188953507,0.4374626865671642,0.2006493506493507,0.13813186813186815,0.0,0.7961513372472278,0.7862964849719818,0.8211779066219103,0.7079326923076924,0.07575757575757576,0.07733738225641515
2022-06-09,0.5837596427478747,0.6646268656716418,0.3266233766233766,0.29021978021978023,0.0,0.911611219830398,0.7042791645440653,0.8019530057979858,0.8197115384615384,0.08686868686868686,0.07458042369690288
2022-06-10,0.5922760694947212,0.8474626865671642,0.44701298701298703,0.24494505494505495,0.0,0.92204827136334,0.716760061130922,0.7760146475434848,0.7551081730769231,0.09595959595959595,0.0723634729018266
2022-06-11,0.5795014293744514,0.8495522388059702,0.35051948051948056,0.19296703296703296,0.0,0.9308545335942597,0.717014773306164,0.7537381751602075,0.6947115384615384,0.08585858585858586,0.07028274028156296
2022-06-12,0.5709850026276049,0.5692537313432836,0.17155844155844158,0.12824175824175824,0.0,0.8939986953685585,0.7452878247580235,0.7665547757094904,0.68359375,0.08383838383838384,0.06777924482589857
2022-06-13,0.5124345687430348,0.17731343283582093,0.097012987012987,0.11615384615384616,0.0,0.7469015003261579,0.8008150789607745,0.8080561489166921,0.7524038461538461,0.0707070707070707,0.06599089478800074
